youth-career	2026-09-05T23:27:11+0800	200	https://coach.taiwanjobs.gov.tw/wdaecPublic/	text/html; charset=utf-8	29685
blind-library-tls-bypass	2026-09-05T23:31:01+0800	200	https://blind.tpml.gov.taipei/TaipeiLib/wSite/ct?ctNode=338&xItem=64090	text/html;charset=utf-8	14905
cloud-faq	2026-09-05T23:34:04+0800	200	https://www.ebookservice.tw/support/faq	text/html; charset=utf-8	4718
taiwanjobs-newuser	2026-09-05T23:37:14+0800	200	https://job.taiwanjobs.gov.tw/Internet/jobwanted/job_newuser02.aspx	text/html; charset=utf-8	113039
taipei-elearning-about	2026-09-05T23:37:15+0800	200	https://elearning.taipei/mpage/about_us	text/html; charset=UTF-8	180003
